areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
Manhattan Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900.0,3700.0,,,,,4100.0,,,,,,,,,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marble Hill,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749.5,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,2235.0,2200.0,,,,,2200.0,2255.0,2320.0,,,2240.0,2220.0,2012.5,1975.0,2160.0,,,2050.0,2095.0,2362.5,,,2075.0,2175.0,,,2382.5,,2382.5,,2260.0,,,,,1837.5,,,,,,1895.0,1895.0,1895.0,1875.0,1885.0,,1850.0,1925.0,,,,1937.5,1950.0,,,,,,,2350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3237.5,3210.0,3150.0,3150.0,3200.0,3355.0
Marine Park,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850.0,1625.0,,1825.0,1850.0,,,1750.0,,,2150.0,,2000.0,1800.0,,1867.5,2200.0,,,2050.0,1875.0,1850.0,,,1750.0,1750.0,1949.5,2000.0,,,2095.5,2270.5,2300.0,2300.0,,,,,,1699.0,,2250.0,2600.0,2499.5,1700.0,2000.0,2325.0,1867.5,,,,2195.0,2200.0,,,,,,,,,,,,,,2075.0,2075.0,2100.0,,2000.0,,,,,,2000.0,1925.0,,,,,2500.0,2999.0,,2912.5,,,,,2699.0,,,,,,,,,,,,,,,,,,,,,,,3325.0,,,,,,,,,,,,,2925.0,
Maspeth,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.0,,,,,,,,,,,1800.0,1650.0,1750.0,,,,1625.0,1600.0,1900.0,1747.5,,,2400.0,2400.0,2400.0,2000.0,2000.0,1950.0,2000.0,1950.0,1900.0,1800.0,1825.0,1875.0,1850.0,1850.0,1800.0,2000.0,2000.0,1950.0,2175.0,2162.5,2100.0,2000.0,2100.0,2095.0,2000.0,2099.0,2150.0,2100.0,2100.0,2150.0,2174.5,2200.0,2200.0,2147.5,2000.0,2000.0,2125.0,2050.0,2250.0,2200.0,2000.0,2199.0,2075.0,2200.0,2100.0,2099.0,2075.0,2025.0,2100.0,2100.0,2200.0,2100.0,2092.5,2199.0,2199.0,2098.0,2100.0,2100.0,2100.0,1975.0,1950.0,2100.0,2224.5,2100.0,2295.0,2250.0,2100.0,2100.0,1999.0,1916.5,1925.0,1900.0,1900.0,2000.0,2100.0,2100.0,2100.0,2050.0,2160.0,2170.0,1999.5,2100.0,2199.0,2174.5,2199.5,2399.0,2300.0,2250.0,2300.0,2399.5,2425.0,2500.0,2500.0,2500.0,2500.0,2399.5,2350.0,2499.5,2500.0,2450.0,2500.0,2544.0,2519.0,2675.0,2500.0,2500.0,2612.5,2599.0,2525.0,2475.0,2600.0,2575.0,2512.5,2600.0,2647.5,2675.0,2500.0,2700.0,2598.0,2586.5,2549.5,2500.0,2737.5,2750.0,2725.0,2600.0,2800.0,2800.0,2800.0,2800.0,2850.0,2550.0
Melrose,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,1237.0,1243.0,1243.0,1150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1712.5,1925.0,1982.0,2000.0,2025.0,,1879.5,1816.5,,,,,,1900.0,1662.5,,1841.5,1775.0,1675.0,,,1840.0,1840.0,1837.0,1750.0,1844.0,1975.0,2033.5,2016.0,1987.0,1920.0,1920.0,1920.0,1795.0,2200.0,2200.0,,,,,1438.0,,2108.0,2150.0,,1750.0,,,1722.5,1900.0,1847.5,1975.0,,1999.0,2000.0,2195.0,1995.0,1995.0,,1895.0,1800.0,1800.0,2100.0,2100.0,2000.0,1962.5,2100.0,,,,2150.0,2300.0,2200.0,,2600.0,2799.5,2400.0,2335.0,2255.0,2200.0,2200.0,2200.0,,,,2322.5,2150.0,2150.0,2225.0,2800.0,,,,1800.0,2000.0,2100.0,2673.0,2696.0,2275.0,2250.0,,2322.5,,,
Middle Village,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797.5,1797.5,,,1800.0,1800.0,1775.0,1775.0,,1875.0,1900.0,2075.0,2150.0,2000.0,2000.0,2000.0,2000.0,2000.0,2100.0,1880.0,1800.0,1850.0,1800.0,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,2025.0,2100.0,2100.0,2250.0,1900.0,1875.0,2000.0,1972.5,1950.0,2000.0,1999.0,1875.0,1722.5,,2200.0,2000.0,2075.0,2085.0,2095.0,2000.0,2100.0,2200.0,2200.0,2099.0,2000.0,2099.0,1950.0,2199.0,2200.0,2200.0,1999.5,2200.0,2049.5,2300.0,2450.0,2450.0,2100.0,2200.0,2299.5,2286.5,,2398.5,2400.0,2274.5,2237.5,2200.0,2100.0,2199.0,1975.0,2200.0,2000.0,2000.0,2200.0,2100.0,2100.0,1975.0,2100.0,2199.0,2100.0,2247.5,2300.0,2300.0,2099.5,2100.0,2599.0,2400.0,2499.0,2500.0,2500.0,2500.0,2587.5,2400.0,2399.0,2625.0,2600.0,2650.0,2537.5,2537.5,2500.0,2500.0,2500.0,2325.0,2400.0,2500.0,2500.0,2600.0,2600.0,2775.0,2400.0,2525.0,2600.0,2500.0,2650.0,2700.0,2599.5,2700.0,2850.0,2375.0,2800.0,2600.0,2450.0,2400.0,2700.0,2100.0,2200.0,3275.0,3125.0,2300.0,2500.0
Midtown,Manhattan,neighborhood,3700.0,3800.0,3825.0,4000.0,3995.0,3995.0,3925.0,3897.5,3900.0,3800.0,3900.0,3995.0,3995.0,4197.5,3950.0,4000.0,3997.5,3997.5,4180.0,4300.0,4100.0,4297.5,4425.0,4200.0,4250.0,4200.0,4000.0,4200.0,4297.5,4150.0,4000.0,4000.0,4200.0,4097.5,4000.0,4000.0,3900.0,4100.0,4000.0,3995.0,3900.0,3995.0,3850.0,3900.0,3900.0,4000.0,3925.0,3800.0,3837.5,3800.0,3954.0,3900.0,3825.0,3900.0,3850.0,3850.0,3895.0,4000.0,4000.0,4000.0,4200.0,4000.0,4000.0,4000.0,4200.0,4063.5,4100.0,3975.0,3972.5,3995.0,3975.0,4000.0,4000.0,4250.0,4000.0,4000.0,4057.0,4095.0,4000.0,3950.0,3960.0,3900.0,3889.5,3937.5,3950.0,4000.0,3999.0,4000.0,4200.0,4200.0,4197.5,3801.5,4000.0,3900.0,3853.5,3900.0,3862.5,3950.0,3900.0,3800.0,3800.0,3900.0,3872.5,3895.0,3930.0,3995.0,4000.0,3909.5,3858.5,3900.0,4000.0,4000.0,4200.0,4197.5,4125.0,4000.0,4125.0,4295.0,4328.0,4276.5,4034.0,4073.0,4150.0,3950.0,3700.0,3552.0,3500.0,3675.0,3600.0,3500.0,3497.0,3500.0,3400.0,3500.0,3500.0,3500.0,3855.0,3900.0,3992.5,4250.0,4500.0,4625.0,4580.5,4819.0,4995.0,4995.0,4997.0,5000.0,5150.0,4762.5,4999.0,4900.0,4930.0,5000.0,5100.0,5070.0,5100.0,5100.0,5000.0,5200.0,5395.0,5195.0,5050.0,5162.0,5200.0,5042.5,5000.0,5000.0,5320.5,5500.0,5250.0,5080.0,5000.0,4800.0,5000.0,5082.0,4923.0,4800.0,4800.0,4900.0,4925.0,4910.0,4950.0,5140.0,5600.0,5400.0,5300.0,5500.0,5485.0,5300.0,5320.0,5104.5
Midtown East,Manhattan,neighborhood,2695.0,2625.0,2650.0,2697.0,2700.0,2700.0,2800.0,2800.0,2800.0,2800.0,2900.0,2895.0,2900.0,2980.0,2950.0,3000.0,3050.0,3200.0,3200.0,3160.0,3200.0,3200.0,3200.0,3162.5,3100.0,3050.0,3050.0,3095.0,3100.0,3100.0,3100.0,3150.0,3195.0,3150.0,3150.0,3150.0,3150.0,3200.0,3195.0,3195.0,3200.0,3195.0,3195.0,3200.0,3200.0,3200.0,3200.0,3202.5,3192.5,3200.0,3200.0,3250.0,3242.5,3250.0,3200.0,3243.0,3200.0,3200.0,3295.0,3226.0,3295.0,3300.0,3300.0,3350.0,3400.0,3400.0,3400.0,3400.0,3450.0,3350.0,3337.5,3350.0,3300.0,3368.5,3350.0,3400.0,3400.0,3395.0,3400.0,3400.0,3400.0,3395.0,3329.0,3300.0,3295.0,3350.0,3331.0,3395.0,3395.0,3400.0,3375.0,3321.5,3300.0,3300.0,3195.0,3197.5,3250.0,3275.0,3285.0,3345.0,3395.0,3400.0,3425.0,3400.0,3395.0,3395.0,3400.0,3420.0,3387.0,3395.0,3400.0,3428.0,3495.0,3500.0,3595.0,3596.0,3575.0,3542.0,3600.0,3500.0,3575.0,3516.0,3500.0,3425.0,3295.0,3125.0,3000.0,2950.0,2850.0,2754.0,2750.0,2725.0,2725.0,2800.0,2850.0,2947.5,3000.0,3129.5,3350.0,3495.0,3695.0,3700.0,3995.0,3995.0,4200.0,4271.0,4241.5,4231.5,4200.0,4200.0,4300.0,4175.0,4200.0,4100.0,4100.0,4200.0,4203.5,4345.0,4350.0,4500.0,4473.0,4495.0,4400.0,4426.0,4441.0,4300.0,4250.0,4250.0,4295.0,4300.0,4300.0,4387.5,4495.0,4495.0,4443.0,4450.0,4361.0,4356.5,4333.0,4400.0,4495.0,4500.0,4500.0,4550.0,4685.0,4850.0,4810.0,4795.0,4691.0,4642.5,4550.0,4565.0
Midtown South,Manhattan,neighborhood,3197.5,3200.0,3250.0,3340.0,3400.0,3375.0,3400.0,3380.0,3385.0,3325.0,3425.0,3400.0,3450.0,3300.0,3400.0,3525.0,3450.0,3495.0,3500.0,3500.0,3397.5,3300.0,3475.0,3300.0,3475.0,3300.0,3300.0,3450.0,4050.0,3895.0,3770.0,3700.0,3625.0,3675.0,3600.0,3498.0,3500.0,3450.0,3450.0,3450.0,3600.0,3500.0,3550.0,3525.0,3500.0,3550.0,3595.0,3500.0,3400.0,3512.5,3450.0,3495.0,3650.0,3650.0,3537.5,3650.0,3637.5,3550.0,3672.5,3800.0,3697.5,3600.0,3725.0,3697.5,3747.5,3787.5,3790.0,3950.0,3950.0,3895.0,3895.0,3950.0,3950.0,3950.0,3895.0,3895.0,3925.0,3934.0,3965.0,3924.0,3992.0,3995.0,3964.5,3950.0,3895.0,3950.0,3965.0,3964.0,3923.0,3885.0,3950.0,3969.0,3965.0,3950.0,3689.0,3623.0,3572.0,3615.5,3597.5,3650.0,3675.0,3950.0,3850.0,4053.0,3988.0,3965.0,3840.0,3895.0,3800.0,3900.0,3995.0,3923.0,4000.0,4149.0,4155.0,4097.0,4195.0,4028.0,4028.0,4125.0,3992.0,4200.0,4156.0,3759.5,3695.5,3575.0,3457.5,3288.5,3200.0,3300.0,3100.0,3187.5,3200.0,3254.5,3286.0,3395.0,3655.0,3975.0,4070.0,4357.5,4597.5,4600.0,4595.0,4795.0,4995.0,4735.0,4672.5,4872.5,4995.0,5000.0,5000.0,4895.0,4747.5,4700.0,4550.0,4875.0,4895.0,4900.0,4900.0,5025.0,4800.0,4997.5,4745.0,4800.0,4800.0,4700.0,4550.0,4575.0,4947.5,4995.0,4997.5,5000.0,4995.0,4900.0,4950.0,4900.0,4772.5,4890.0,4803.5,4995.0,4777.0,4922.5,4850.0,5150.0,5100.0,5195.0,5200.0,5195.0,5200.0,5034.0,4997.5,5200.0
Midtown West,Manhattan,neighborhood,2600.0,2650.0,2650.0,2650.0,2790.0,2800.0,3000.0,2895.0,2953.0,3000.0,3000.0,2995.0,2950.0,2982.5,3055.0,3100.0,3150.0,3100.0,3195.0,3200.0,3270.0,3265.0,3255.0,3297.5,3200.0,3150.0,3290.0,3300.0,3300.0,3250.0,3300.0,3350.0,3390.0,3350.0,3450.0,3475.0,3397.0,3400.0,3390.0,3350.0,3290.0,3300.0,3275.0,3300.0,3350.0,3395.0,3350.0,3350.0,3350.0,3350.0,3425.0,3320.0,3450.0,3450.0,3400.0,3330.0,3300.0,3400.0,3433.0,3450.0,3450.0,3500.0,3495.0,3495.0,3500.0,3500.0,3485.0,3490.0,3492.5,3400.0,3337.5,3300.0,3283.5,3315.0,3395.0,3450.0,3453.0,3400.0,3400.0,3400.0,3450.0,3400.0,3369.0,3333.0,3300.0,3321.0,3215.0,3342.0,3400.0,3415.0,3450.0,3495.0,3441.0,3400.0,3300.0,3300.0,3297.0,3300.0,3300.5,3390.0,3450.0,3495.0,3454.0,3460.5,3500.0,3495.0,3470.0,3500.0,3450.0,3501.5,3500.0,3507.0,3575.0,3600.0,3650.0,3700.0,3650.0,3600.0,3600.0,3646.5,3600.0,3620.0,3600.0,3500.0,3300.0,3196.0,3046.0,2950.0,2900.0,2899.0,2850.0,2825.0,2899.0,2895.0,2933.0,3000.0,3000.0,3176.5,3421.0,3500.0,3700.0,3850.0,3903.5,4000.0,4197.5,4175.0,4150.0,4275.0,4410.0,4300.0,4300.0,4150.0,4200.0,4170.0,4186.0,4242.5,4250.0,4290.0,4291.0,4363.0,4392.5,4364.0,4312.5,4350.0,4150.0,4060.0,4050.0,4090.0,4250.0,4290.0,4301.5,4363.5,4500.0,4500.0,4495.0,4450.0,4381.5,4343.0,4250.0,4350.0,4455.0,4500.0,4522.0,4625.0,4630.5,4700.0,4750.0,4650.0,4595.0,4500.0,4500.0,4570.0
Midwood,Brooklyn,neighborhood,1825.0,1850.0,1675.0,1725.0,,1725.0,1650.0,1525.0,,1300.0,1447.5,1300.0,1275.0,1349.0,1349.0,1399.0,1500.0,1500.0,1500.0,1500.0,1472.5,1500.0,1500.0,1400.0,1400.0,1300.0,1300.0,1400.0,1500.0,1450.0,1400.0,1385.0,1362.5,1300.0,1400.0,1350.0,1350.0,1300.0,1300.0,1500.0,1550.0,1575.0,1350.0,1400.0,1350.0,1400.0,1400.0,1350.0,1350.0,1350.0,1475.0,1525.0,1575.0,1595.0,1600.0,1600.0,1507.5,1532.5,1472.5,1472.5,1500.0,1525.0,1560.0,1550.0,1600.0,1700.0,1700.0,1799.0,1762.5,1750.0,1725.0,1700.0,1650.0,1762.5,1775.0,1850.0,1850.0,1897.0,1862.5,1825.0,1837.5,1725.0,1800.0,1830.0,1800.0,1825.0,1900.0,1887.5,1800.0,1849.5,1800.0,1750.0,1850.0,1787.0,1800.0,1700.0,1765.0,1750.0,1725.0,1750.0,1750.0,1750.0,1795.0,1850.0,1895.0,1807.5,1807.0,1797.0,1825.0,1846.0,1850.0,1899.0,1899.0,1875.0,1900.0,2075.0,1950.0,1975.0,2000.0,2100.0,2100.0,2050.0,2100.0,2055.0,2055.0,2000.0,1925.0,1950.0,1857.5,1850.0,1850.0,1850.0,1850.0,1772.5,1800.0,1845.0,1950.0,1985.0,1975.5,1975.0,2095.5,1997.0,2100.0,2100.0,2162.5,2125.0,2100.0,2095.0,2200.0,2300.0,2300.0,2250.0,2300.0,2500.0,2449.5,2500.0,2600.0,2550.0,2550.0,2446.0,2528.0,2399.0,2450.0,2497.0,2495.0,2830.0,2750.0,2750.0,2599.0,2550.0,2425.0,2795.0,2995.0,2850.0,2795.0,2800.0,2749.0,2635.0,2800.0,2850.0,2695.0,2650.0,2650.0,2700.0,2899.5,3074.5,2995.0,2730.0,2750.0,2600.0,2530.0,2700.0
Mill Basin,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morningside Heights,Manhattan,neighborhood,2200.0,2150.0,2100.0,2000.0,2050.0,2178.0,2178.0,1995.0,1995.0,2350.0,2423.0,2396.0,2396.0,2372.5,2372.5,2500.0,2500.0,2385.0,2850.0,2875.0,2995.0,2500.0,2625.0,2650.0,2812.5,2675.0,2550.0,2795.0,2950.0,2950.0,2995.0,2795.0,2972.5,2775.0,2725.0,2700.0,2575.0,2649.5,2697.0,2795.0,2825.0,2800.0,2850.0,2887.5,3000.0,3075.0,2993.0,2993.0,3280.0,3140.0,3225.0,3275.0,3365.0,3265.0,3350.0,3382.0,3295.0,3195.0,3270.0,3332.5,3000.0,3260.0,3255.0,3295.0,3395.0,3500.0,3500.0,3460.0,3370.0,3390.0,3000.0,3010.0,2950.0,3184.0,3254.0,3300.0,3254.0,3300.0,3360.0,3300.0,3300.0,3315.0,3295.0,3208.0,3284.0,3197.0,3190.0,3240.0,3214.0,3100.0,3200.0,3215.0,3000.0,2862.5,2868.5,2979.0,2900.0,2979.0,2995.0,2997.0,3150.0,3195.0,3200.0,3200.0,3100.0,3010.0,2975.0,2936.5,2994.5,2850.0,2928.5,3000.0,3145.0,3375.0,3295.0,3322.5,3295.0,3122.5,3200.0,3200.0,3200.0,3200.0,3200.0,3131.5,3367.0,3350.0,3170.0,2950.0,2853.0,2896.0,2850.0,2999.0,3200.0,3000.0,3195.0,3364.0,3430.5,3300.0,3300.0,3334.5,3095.0,3350.0,3600.0,3200.0,3295.0,3297.5,3766.0,4017.0,3900.0,4000.0,3750.0,3847.5,4350.0,3900.0,4215.0,3950.0,3895.0,4215.0,4192.5,4450.0,4200.0,4200.0,4200.0,4186.0,4200.0,3802.0,4150.0,4200.0,4200.0,4200.0,4398.0,4150.0,3895.0,3997.0,4000.0,4000.0,3935.0,4100.0,4133.0,4327.5,4260.5,4500.0,4322.5,4500.0,4617.0,4475.0,4725.0,4982.5,4725.0,4500.0,4500.0,4225.0
Morris Heights,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.0,1250.0,1250.0,1250.0,1295.0,1295.0,1295.0,1295.0,1295.0,1295.0,1295.0,,1914.0,1450.0,1595.0,,,1700.0,1600.0,1545.0,1545.0,2000.0,,,1525.0,1472.5,1525.0,1562.5,1600.0,1460.0,1495.0,1795.0,1495.0,1495.0,1650.0,1600.0,1700.0,1675.0,1675.0,1675.0,,,,,,,,1750.0,1800.0,1800.0,1595.0,1602.0,1697.5,1695.0,1695.0,1650.0,1650.0,,1800.0,1848.0,2100.0,2100.0,2050.0,1883.5,1967.0,1967.0,2061.0,1900.0,,,1850.0,1850.0,1798.0,1850.0,1900.0,1800.0,1850.0,,,,,1824.5,,1750.0,1800.0,1795.0,,1847.5,,,,1925.0,,2132.0,2149.0,,2200.0,2445.0,2547.5,2575.0,2295.0,2247.5,2890.0,2676.0,2890.0,2890.0,,,,,,,,,,1941.0,,,,,,,,,,,,,,2525.0,,,,,,,
Morris Park,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299.0,1375.0,1375.0,,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1389.5,1399.0,1399.0,1450.0,1450.0,1475.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1550.0,1625.0,1600.0,1650.0,1600.0,1600.0,1722.5,1600.0,1600.0,1600.0,1800.0,1825.0,1900.0,1900.0,1874.5,1812.5,1900.0,1925.0,1725.0,1850.0,1650.0,1650.0,1799.0,1800.0,1700.0,1750.0,1775.0,1900.0,1900.0,1995.0,1899.0,2225.0,2200.0,,1745.0,1700.0,1998.5,1998.0,,1997.5,2023.5,1714.0,1757.0,1868.5,1849.0,1687.5,1675.0,1699.5,1850.0,2075.0,2049.0,1749.0,1799.5,1899.0,1824.5,,1949.0,,,,,,,1999.0,2200.0,2300.0,2269.5,,1750.0,1822.5,1825.0,1947.5,2000.0,1975.0,1899.5,2349.5,2350.0,2400.0,2324.0,,2299.0,2299.0,,,2199.0,2446.5,2443.0,1875.0,,,,,,,2375.0,2362.5,,,2251.0,2599.0,2637.0,,,,,
Morrisania,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.0,1123.0,,,,,,,,,,,,,,,,1850.0,1700.0,,,,,,,,,,,,,,,1825.0,,,,,,,1775.0,1650.0,2200.0,1700.0,2000.0,1700.0,,,1800.0,1874.5,1887.0,2108.0,2031.0,2050.0,1849.0,,,1850.0,,,,,,,,1800.0,,2005.0,,,,,2025.0,,,,,,,2549.5,,,,,,,,,,,,,,,,1975.0,,,,,,2250.0,2425.0,,,,,,,,,,2400.0,,,2525.0,3000.0,,,,,,,,,2875.0,2950.0,3550.0,
Mott Haven,Bronx,neighborhood,,,,,1600.0,,,,,,,1500.0,1500.0,,,926.0,763.0,926.0,,,,,,,,,,,,,,,,,,,,,,1500.0,1500.0,1900.0,1900.0,1800.0,,,,,1800.0,1800.0,1850.0,,1574.5,1599.0,1600.0,1600.0,1625.0,1500.0,1525.0,1665.0,1699.0,1700.0,1700.0,1750.0,1750.0,1700.0,1725.0,1750.0,1875.0,2000.0,2150.0,2100.0,2100.0,2050.0,2150.0,1850.0,1800.0,1912.5,1947.5,1900.0,1900.0,1900.0,2350.0,2366.5,2200.0,1987.5,2117.5,1950.0,1950.0,1950.0,1950.0,1950.0,1860.0,1925.0,2155.0,2155.0,2155.0,2200.0,2200.0,2237.5,2250.0,2290.0,2300.0,2250.0,2125.0,2000.0,2000.0,1950.0,2025.0,2295.0,2238.0,2250.0,2250.0,2475.0,2446.0,2381.0,2350.0,2295.0,2185.0,2189.0,2275.0,2389.0,2389.0,2350.0,2187.5,2100.0,2258.5,2220.0,2200.0,2200.0,2267.0,2250.0,2275.0,2200.0,2247.5,2317.5,2350.0,2300.0,2400.0,2450.0,2500.0,2481.0,2504.0,2500.0,2725.0,2825.0,3012.5,2675.0,2800.0,2825.0,2850.0,2822.0,2750.0,2825.0,2750.0,2600.0,2865.0,2881.5,2876.5,2865.0,2950.0,2982.0,3000.0,3031.0,3070.0,3200.0,3050.0,3100.0,3105.5,3050.0,3050.0,3100.0,3175.0,3189.5,3180.0,3180.0,3157.5,3120.0,3125.0,3130.0,3132.5,3130.0,3126.0,3150.0,3150.0,3225.0,3200.0,3175.0,3158.0,3180.0,3200.0,3200.0
NYC,,city,2650.0,2600.0,2600.0,2650.0,2695.0,2700.0,2750.0,2750.0,2800.0,2825.0,2800.0,2750.0,2750.0,2725.0,2742.5,2795.0,2800.0,2895.0,2897.5,2950.0,3000.0,3000.0,3000.0,2995.0,2950.0,2925.0,2950.0,2995.0,2995.0,2995.0,2995.0,3000.0,3050.0,3000.0,3000.0,3000.0,2995.0,3000.0,3000.0,2995.0,2995.0,2995.0,2995.0,3000.0,3000.0,2995.0,2950.0,2930.0,2900.0,2900.0,2900.0,2950.0,2950.0,2900.0,2885.0,2885.0,2850.0,2825.0,2800.0,2800.0,2800.0,2800.0,2800.0,2850.0,2870.0,2900.0,2900.0,2950.0,2900.0,2895.0,2825.0,2850.0,2856.0,2895.0,2900.0,2925.0,2950.0,2975.0,2950.0,2950.0,2900.0,2868.5,2800.0,2800.0,2750.0,2750.0,2700.0,2750.0,2770.0,2795.0,2800.0,2854.0,2800.0,2795.0,2700.0,2700.0,2695.0,2671.0,2699.0,2750.0,2795.0,2800.0,2817.5,2800.0,2784.5,2700.0,2658.0,2655.5,2695.0,2700.0,2700.0,2800.0,2850.0,2900.0,2950.0,2949.0,2925.0,2900.0,2899.0,2895.0,2900.0,2900.0,2925.0,2995.0,2950.0,2890.0,2800.0,2745.0,2650.0,2550.0,2500.0,2500.0,2499.0,2500.0,2495.0,2500.0,2520.0,2600.0,2695.0,2700.0,2750.0,2700.0,2750.0,2800.0,2900.0,2995.0,3000.0,3200.0,3350.0,3500.0,3550.0,3550.0,3500.0,3500.0,3400.0,3406.0,3495.0,3500.0,3500.0,3675.0,3735.0,3750.0,3795.0,3750.0,3700.0,3600.0,3500.0,3500.0,3500.0,3555.0,3600.0,3705.0,3799.0,3800.0,3800.0,3800.0,3725.0,3650.0,3600.0,3600.0,3600.0,3650.0,3700.0,3850.0,3905.0,4000.0,4032.0,4028.0,3995.0,3940.0,3860.0,3874.0
New Hyde Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
